orth,base,ctag
pośrednich,pośredni,adj:pl:gen:m1:pos
pośrednictwa,pośrednictwo,subst:sg:gen:n
pośrednictwem,pośrednictwo,subst:sg:inst:n
pośrednictwie,pośrednictwo,subst:sg:loc:n
pośrednictwo,pośrednictwo,subst:sg:nom:n
pośrednicy,pośrednica,subst:sg:gen:f
pośredniczenia,pośredniczyć,ger:sg:gen:n:imperf:aff
pośredniczenie,pośredniczyć,ger:sg:nom:n:imperf:aff
pośredniczeniu,pośredniczyć,ger:sg:dat:n:imperf:aff
pośredniczy,pośredniczy,adj:sg:nom:m1:pos
pośredniczyć,pośredniczyć,inf:imperf
pośredniczył,pośredniczyć,praet:sg:m1:imperf
pośrednicząc,pośredniczyć,pcon:imperf
pośrednicząca,pośredniczyć,pact:sg:nom:f:imperf:aff
pośredniczące,pośredniczyć,pact:sg:nom:n:imperf:aff
pośredniczącego,pośredniczyć,pact:sg:gen:m1:imperf:aff
pośredniczącej,pośredniczyć,pact:sg:gen:f:imperf:aff
pośredniczącemu,pośredniczyć,pact:sg:dat:m1:imperf:aff
pośredniczący,pośredniczyć,pact:sg:nom:m1:imperf:aff
pośredniczących,pośredniczyć,pact:pl:gen:m1:imperf:aff
pośredniczącym,pośredniczyć,pact:sg:inst:m1:imperf:aff
pośrednie,pośredni,adj:sg:nom:n:pos
pośredniego,pośredni,adj:sg:gen:m1:pos
pośredniej,pośredni,adj:sg:gen:f:pos
pośrednik,pośrednik,subst:sg:nom:m1
pośrednika,pośrednik,subst:sg:gen:m1
pośrednikiem,pośrednik,subst:sg:inst:m1
pośrednikom,pośrednik,subst:pl:dat:m1
pośrednikowi,pośrednik,subst:sg:dat:m1
pośredników,pośrednik,subst:pl:gen:m1
pośrednim,pośredni,adj:sg:inst:m1:pos
pośrednimi,pośredni,adj:pl:inst:m1:pos
pośrednio,pośrednio,adv:pos
pośrednią,pośredni,adj:sg:acc:f:pos
pośrodku,pośrodku,adv:pos
poświadcza,poświadczać,fin:sg:ter:imperf
poświadczające,poświadczać,pact:sg:nom:n:imperf:aff
poświadczającego,poświadczać,pact:sg:gen:m1:imperf:aff
poświadczającej,poświadczać,pact:sg:gen:f:imperf:aff
poświadczający,poświadczać,pact:sg:nom:m1:imperf:aff
poświadczających,poświadczać,pact:pl:gen:m1:imperf:aff
poświadczającym,poświadczać,pact:sg:inst:m1:imperf:aff
poświadczania,poświadczać,ger:sg:gen:n:imperf:aff
poświadczanie,poświadczać,ger:sg:nom:n:imperf:aff
poświadczanych,poświadczać,ppas:pl:gen:m1:imperf:aff
poświadczać,poświadczać,inf:imperf
poświadczenia,poświadczenie,subst:sg:gen:n
poświadczeniach,poświadczenie,subst:pl:loc:n
poświadczeniami,poświadczenie,subst:pl:inst:n
poświadczenie,poświadczenie,subst:sg:nom:n
poświadczeniem,poświadczenie,subst:sg:inst:n
poświadczeniu,poświadczenie,subst:sg:dat:n
poświadczeń,poświadczenie,subst:pl:gen:n
poświadczona,poświadczyć,ppas:sg:nom:f:perf:aff
poświadczone,poświadczyć,ppas:sg:nom:n:perf:aff
poświadczonego,poświadczyć,ppas:sg:gen:m1:perf:aff
poświadczonej,poświadczyć,ppas:sg:gen:f:perf:aff
poświadczony,poświadczyć,ppas:sg:nom:m1:perf:aff
poświadczonych,poświadczyć,ppas:pl:gen:m1:perf:aff
poświadczonym,poświadczyć,ppas:sg:inst:m1:perf:aff
poświadczonymi,poświadczyć,ppas:pl:inst:m1:perf:aff
poświadczoną,poświadczyć,ppas:sg:acc:f:perf:aff
poświadczyć,poświadczyć,inf:perf
poświadczył,poświadczyć,praet:sg:m1:perf
poświęca,poświęcać,fin:sg:ter:imperf
poświęcenia,poświęcenie,subst:sg:gen:n
poświęcenie,poświęcenie,subst:sg:nom:n
poświęcić,poświęcić,inf:perf
poświęcone,poświęcony,adj:sg:nom:n:pos
poświęconego,poświęcony,adj:sg:gen:m1:pos
poświęcony,poświęcony,adj:sg:nom:m1:pos
poźn,poźn,ign
pożar,pożar,subst:sg:nom:m3
pożarami,pożar,subst:pl:inst:m3
pożarem,pożar,subst:sg:inst:m3
pożarna,pożarny,adj:sg:nom:f:pos
pożarne,pożarny,adj:sg:nom:n:pos
pożarnej,pożarny,adj:sg:gen:f:pos
pożarnictwa,pożarnictwo,subst:sg:gen:n
pożarnicze,pożarniczy,adj:sg:nom:n:pos
pożarniczego,pożarniczy,adj:sg:gen:m1:pos
pożarniczej,pożarniczy,adj:sg:gen:f:pos
pożarniczych,pożarniczy,adj:pl:gen:m1:pos
pożarnych,pożarny,adj:pl:gen:m1:pos
pożarnym,pożarny,adj:sg:inst:m1:pos
pożarnymi,pożarny,adj:pl:inst:m1:pos
pożarną,pożarny,adj:sg:acc:f:pos
pożarom,pożar,subst:pl:dat:m3
pożarowe,pożarowy,adj:sg:nom:n:pos
pożarowego,pożarowy,adj:sg:gen:m1:pos
pożarowej,pożarowy,adj:sg:gen:f:pos
pożarowo,pożarowo,ign
pożarowych,pożarowy,adj:pl:gen:m1:pos
pożarowym,pożarowy,adj:sg:inst:m1:pos
pożarową,pożarowy,adj:sg:acc:f:pos
pożaru,pożar,subst:sg:gen:m3
pożary,pożar,subst:pl:nom:m3
pożarów,pożar,subst:pl:gen:m3
pożegnań,pożegnanie,subst:pl:gen:n
pożniwne,pożniwny,adj:sg:nom:n:pos
pożniwnych,pożniwny,adj:pl:gen:m1:pos
pożycia,pożycie,subst:sg:gen:n
pożycie,pożycie,subst:sg:nom:n
pożyciu,pożycie,subst:sg:dat:n
pożycz,pożycz,subst:sg:nom:m3
pożyczania,pożyczać,ger:sg:gen:n:imperf:aff
pożyczce,pożyczka,subst:sg:dat:f
pożyczek,pożyczka,subst:pl:gen:f
pożyczka,pożyczka,subst:sg:nom:f
pożyczkach,pożyczka,subst:pl:loc:f
pożyczkami,pożyczka,subst:pl:inst:f
pożyczki,pożyczka,subst:sg:gen:f
pożyczkobiorca,pożyczkobiorca,subst:sg:nom:m1
pożyczkobiorcy,pożyczkobiorca,subst:sg:gen:m1
pożyczkobiorców,pożyczkobiorca,subst:pl:gen:m1
pożyczkobiorcą,pożyczkobiorca,subst:sg:inst:m1
pożyczkobiorcę,pożyczkobiorca,subst:sg:acc:m1
pożyczkodawcom,pożyczkodawca,subst:pl:dat:m1
pożyczkodawcy,pożyczkodawca,subst:sg:gen:m1
pożyczkodawców,pożyczkodawca,subst:pl:gen:m1
pożyczkowe,pożyczkowy,adj:sg:nom:n:pos
pożyczkowego,pożyczkowy,adj:sg:gen:m1:pos
pożyczkowej,pożyczkowy,adj:sg:gen:f:pos
pożyczkowy,pożyczkowy,adj:sg:nom:m1:pos
pożyczkowych,pożyczkowy,adj:pl:gen:m1:pos
pożyczkę,pożyczka,subst:sg:acc:f
pożytecznego,pożyteczny,adj:sg:gen:m1:pos
pożytecznych,pożyteczny,adj:pl:gen:m1:pos
pożytkach,pożytek,subst:pl:loc:m3
pożytkami,pożytek,subst:pl:inst:m3
pożytki,pożytek,subst:pl:nom:m3
pożytku,pożytek,subst:sg:gen:m3
pożytków,pożytek,subst:pl:gen:m3
pożywek,pożywka,subst:pl:gen:f
pożywienia,pożywienie,subst:sg:gen:n
pożądanego,pożądany,adj:sg:gen:m1:pos
pożądany,pożądany,adj:sg:nom:m1:pos
pożądanych,pożądany,adj:pl:gen:m1:pos
pp,Poczta_Polska,brev:npun
pphu,pphu,ign
ppkt,ppkt,ign
pra,pra,ign
prac,praca,subst:pl:gen:f
praca,praca,subst:sg:nom:f
pracach,praca,subst:pl:loc:f
pracami,praca,subst:pl:inst:f
prace,praca,subst:pl:nom:f
pracobiorcą,pracobiorca,subst:sg:inst:m1
pracochłonność,pracochłonność,subst:sg:nom:f
pracodawca,pracodawca,subst:sg:nom:m1
pracodawcami,pracodawca,subst:pl:inst:m1
pracodawcom,pracodawca,subst:pl:dat:m1
pracodawcy,pracodawca,subst:sg:gen:m1
pracodawców,pracodawca,subst:pl:gen:m1
pracodawcą,pracodawca,subst:sg:inst:m1
pracodawcę,pracodawca,subst:sg:acc:m1
pracom,praca,subst:pl:dat:f
pracow,pracow,ign
pracowali,pracować,praet:pl:m1:imperf
pracować,pracować,inf:imperf
pracował,pracować,praet:sg:m1:imperf
pracowała,pracować,praet:sg:f:imperf
pracowała,pracować,praet:sg:f:imperf
m,być,aglt:sg:pri:imperf:nwok
pracował,pracować,praet:sg:m1:imperf
em,być,aglt:sg:pri:imperf:wok
pracowały,pracować,praet:pl:m2:imperf
pracowni,pracownia,subst:sg:gen:f
pracownia,pracownia,subst:sg:nom:f
pracowniach,pracownia,subst:pl:loc:f
pracowniami,pracownia,subst:pl:inst:f
pracownianym,pracowniany,adj:sg:inst:m1:pos
pracownic,pracownica,subst:pl:gen:f
pracownica,pracownica,subst:sg:nom:f
pracownicy,pracownica,subst:sg:gen:f
pracownicza,pracowniczy,adj:sg:nom:f:pos
pracownicze,pracowniczy,adj:sg:nom:n:pos
pracowniczego,pracowniczy,adj:sg:gen:m1:pos
pracowniczej,pracowniczy,adj:sg:gen:f:pos
pracowniczemu,pracowniczy,adj:sg:dat:m1:pos
pracowniczy,pracowniczy,adj:sg:nom:m1:pos
pracowniczych,pracowniczy,adj:pl:gen:m1:pos
pracowniczym,pracowniczy,adj:sg:inst:m1:pos
pracowniczymi,pracowniczy,adj:pl:inst:m1:pos
pracowniczą,pracowniczy,adj:sg:acc:f:pos
pracownicą,pracownica,subst:sg:inst:f
pracownicę,pracownica,subst:sg:acc:f
pracownie,pracownia,subst:pl:nom:f
pracownik,pracownik,subst:sg:nom:m1
pracownika,pracownik,subst:sg:gen:m1
pracownikach,pracownik,subst:pl:loc:m1
pracownikami,pracownik,subst:pl:inst:m1
pracownikiem,pracownik,subst:sg:inst:m1
pracownikom,pracownik,subst:pl:dat:m1
pracownikowi,pracownik,subst:sg:dat:m1
pracowniku,pracownik,subst:sg:loc:m1
pracownikw,pracownikw,ign
pracowników,pracownik,subst:pl:gen:m1
pracownią,pracownia,subst:sg:inst:f
pracownię,pracownia,subst:sg:acc:f
pracuje,pracować,fin:sg:ter:imperf
pracują,pracować,fin:pl:ter:imperf
pracująca,pracująca,subst:sg:nom:f
pracującego,pracujący,subst:sg:gen:m1
pracującej,pracująca,subst:sg:gen:f
pracującemu,pracujący,subst:sg:dat:m1
pracujący,pracujący,subst:sg:nom:m1
pracujących,pracująca,subst:pl:gen:f
pracującym,pracująca,subst:pl:dat:f
pracującą,pracująca,subst:sg:acc:f
pracy,praca,subst:sg:gen:f
pracą,praca,subst:sg:inst:f
pracę,praca,subst:sg:acc:f
pradziadków,pradziadek,subst:pl:gen:m1
pragi,Praga,subst:sg:gen:f
pragmatyka,pragmatyk,subst:sg:gen:m1
pragnienia,pragnienie,subst:sg:gen:n
pragnieniem,pragnienie,subst:sg:inst:n
praktyce,praktyka,subst:sg:dat:f
praktyczna,praktyczny,adj:sg:nom:f:pos
praktyczne,praktyczny,adj:sg:nom:n:pos
praktycznego,praktyczny,adj:sg:gen:m1:pos
praktycznej,praktyczny,adj:sg:gen:f:pos
praktycznie,praktycznie,adv:pos
praktyczno,praktyczno,ign
praktycznych,praktyczny,adj:pl:gen:m1:pos
praktycznym,praktyczny,adj:sg:inst:m1:pos
praktycznymi,praktyczny,adj:pl:inst:m1:pos
praktyczną,praktyczny,adj:sg:acc:f:pos
praktyk,praktyk,subst:sg:nom:m1
praktyka,praktyk,subst:sg:gen:m1
praktykach,praktyk,subst:pl:loc:m1
praktykami,praktyk,subst:pl:inst:m1
praktykanta,praktykant,subst:sg:gen:m1
praktykantów,praktykant,subst:pl:gen:m1
praktyki,praktyka,subst:sg:gen:f
praktykom,praktyk,subst:pl:dat:m1
praktykowaniu,praktykować,ger:sg:dat:n:imperf:aff
praktyką,praktyka,subst:sg:inst:f
praktykę,praktyka,subst:sg:acc:f
pralek,pralka,subst:pl:gen:f
pralni,pralnia,subst:sg:gen:f
pralniczych,pralniczy,adj:pl:gen:m1:pos
pralnię,pralnia,subst:sg:acc:f
prania,pranie,subst:sg:gen:n
pranie,prana,subst:sg:dat:f
praniem,pranie,subst:sg:inst:n
praniu,pranie,subst:sg:dat:n
prasa,prasa,subst:sg:nom:f
prasach,prasa,subst:pl:loc:f
prasie,prasa,subst:sg:dat:f
prasowanej,prasować,ppas:sg:gen:f:imperf:aff
prasowania,prasować,ger:sg:gen:n:imperf:aff
prasowanie,prasować,ger:sg:nom:n:imperf:aff
prasowany,prasować,ppas:sg:nom:m1:imperf:aff
prasowe,prasowy,depr:pl:nom:m2
prasowego,prasowy,subst:sg:gen:m1
prasowej,prasowy,adj:sg:gen:f:pos
prasowych,prasowy,subst:pl:gen:m1
prasowym,prasowy,subst:sg:inst:m1
prasową,prasowy,adj:sg:acc:f:pos
prasy,prasa,subst:sg:gen:f
prasę,prasa,subst:sg:acc:f
praw,prawy,adjc
prawa,prawa,subst:sg:nom:f
prawach,prawo,subst:pl:loc:n
prawami,prawo,subst:pl:inst:n
prawdopodobieństwa,prawdopodobieństwo,subst:sg:gen:n
prawdopodobieństwem,prawdopodobieństwo,subst:sg:inst:n
prawdopodobieństwie,prawdopodobieństwo,subst:sg:loc:n
prawdopodobieństwo,prawdopodobieństwo,subst:sg:nom:n
prawdopodobna,prawdopodobny,adj:sg:nom:f:pos
prawdopodobne,prawdopodobny,adj:sg:nom:n:pos
prawdopodobnego,prawdopodobny,adj:sg:gen:m1:pos
prawdopodobnej,prawdopodobny,adj:sg:gen:f:pos
prawdopodobnie,prawdopodobnie,adv:pos
prawdopodobny,prawdopodobny,adj:sg:nom:m1:pos
prawdopodobnych,prawdopodobny,adj:pl:gen:m1:pos
prawdopodobnym,prawdopodobny,adj:sg:inst:m1:pos
prawdopodobną,prawdopodobny,adj:sg:acc:f:pos
prawdy,prawda,subst:sg:gen:f
prawdziwa,prawdziwy,adj:sg:nom:f:pos
prawdziwe,prawdziwy,adj:sg:nom:n:pos
prawdziwego,prawdziwy,adj:sg:gen:m1:pos
prawdziwości,prawdziwość,subst:sg:gen:f
prawdziwość,prawdziwość,subst:sg:nom:f
prawdziwy,prawdziwy,adj:sg:nom:m1:pos
prawdziwych,prawdziwy,adj:pl:gen:m1:pos
prawdziwym,prawdziwy,adj:sg:inst:m1:pos
prawdą,prawda,subst:sg:inst:f
prawdę,prawda,subst:sg:acc:f
prawej,prawa,subst:sg:gen:f
prawem,prawo,subst:sg:inst:n
prawideł,prawidło,subst:pl:gen:n
prawidła,prawidło,subst:sg:gen:n
prawidłowa,prawidłowy,adj:sg:nom:f:pos
prawidłowe,prawidłowy,adj:sg:nom:n:pos
prawidłowego,prawidłowy,adj:sg:gen:m1:pos
prawidłowej,prawidłowy,adj:sg:gen:f:pos
prawidłowemu,prawidłowy,adj:sg:dat:m1:pos
prawidłowo,prawidłowo,adv:pos
prawidłowości,prawidłowość,subst:sg:gen:f
prawidłowością,prawidłowość,subst:sg:inst:f
prawidłowość,prawidłowość,subst:sg:nom:f
prawidłowy,prawidłowy,adj:sg:nom:m1:pos
prawidłowych,prawidłowy,adj:pl:gen:m1:pos
prawidłowym,prawidłowy,adj:sg:inst:m1:pos
prawidłową,prawidłowy,adj:sg:acc:f:pos
prawie,prawie,qub
prawna,prawny,adj:sg:nom:f:pos
prawne,prawny,adj:sg:nom:n:pos
prawnego,prawny,adj:sg:gen:m1:pos
prawnej,prawny,adj:sg:gen:f:pos
prawnemu,prawny,adj:sg:dat:m1:pos
prawni,prawny,adj:pl:nom:m1:pos
prawnicy,prawnik,subst:pl:nom:m1
prawnicza,prawniczy,adj:sg:nom:f:pos
prawnicze,prawniczy,adj:sg:nom:n:pos
prawniczej,prawniczy,adj:sg:gen:f:pos
prawniczych,prawniczy,adj:pl:gen:m1:pos
prawniczym,prawniczy,adj:sg:inst:m1:pos
prawniczą,prawniczy,adj:sg:acc:f:pos
prawnie,prawnie,adv:pos
prawnikami,prawnik,subst:pl:inst:m1
prawników,prawnik,subst:pl:gen:m1
prawno,prawno,ign
prawnoekonomiczne,prawnoekonomiczny,adj:sg:nom:n:pos
prawny,prawny,adj:sg:nom:m1:pos
prawnych,prawny,adj:pl:gen:m1:pos
prawnym,prawny,adj:sg:inst:m1:pos
prawnymi,prawny,adj:pl:inst:m1:pos
prawną,prawny,adj:sg:acc:f:pos
prawo,prawo,adv:pos
prawodawczej,prawodawczy,adj:sg:gen:f:pos
prawodawczym,prawodawczy,adj:sg:inst:m1:pos
prawodawstwa,prawodawstwo,subst:sg:gen:n
prawodawstwie,prawodawstwo,subst:sg:loc:n
prawodawstwo,prawodawstwo,subst:sg:nom:n
prawom,prawo,subst:pl:dat:n
prawomocna,prawomocny,adj:sg:nom:f:pos
prawomocne,prawomocny,adj:sg:nom:n:pos
prawomocnego,prawomocny,adj:sg:gen:m1:pos
prawomocnej,prawomocny,adj:sg:gen:f:pos
prawomocnie,prawomocnie,adv:pos
prawomocności,prawomocność,subst:sg:gen:f
prawomocny,prawomocny,adj:sg:nom:m1:pos
prawomocnych,prawomocny,adj:pl:gen:m1:pos
prawomocnym,prawomocny,adj:sg:inst:m1:pos
prawomocnymi,prawomocny,adj:pl:inst:m1:pos
prawomocną,prawomocny,adj:sg:acc:f:pos
praworządnego,praworządny,adj:sg:gen:m1:pos
praworządności,praworządność,subst:sg:gen:f
prawosławne,prawosławna,subst:pl:nom:f
prawosławnego,prawosławny,subst:sg:gen:m1
prawosławnej,prawosławna,subst:sg:gen:f
prawosławnym,prawosławna,subst:pl:dat:f
prawu,prawo,subst:sg:dat:n
prawy,prawy,subst:sg:nom:m3
prażalnicze,prażalniczy,adj:sg:nom:n:pos
prażenia,prażyć,ger:sg:gen:n:imperf:aff
prażenie,prażyć,ger:sg:nom:n:imperf:aff
prażonych,prażyć,ppas:pl:gen:m1:imperf:aff
prażonymi,prażyć,ppas:pl:inst:m1:imperf:aff
prcowników,prcowników,ign
preambule,preambula,subst:pl:nom:f
preambuła,preambuła,subst:sg:nom:f
preambuły,preambuła,subst:sg:gen:f
preambułę,preambuła,subst:sg:acc:f
precedensowy,precedensowy,adj:sg:nom:m1:pos
precypitat,precypitat,subst:sg:nom:m3
precyzować,precyzować,inf:imperf
precyzyjne,precyzyjny,adj:sg:nom:n:pos
precyzyjnej,precyzyjny,adj:sg:gen:f:pos
precyzyjnie,precyzyjnie,adv:pos
precyzyjnych,precyzyjny,adj:pl:gen:m1:pos
predestynujące,predestynować,pact:sg:nom:n:imperf:aff
predyspozycjami,predyspozycja,subst:pl:inst:f
predyspozycje,predyspozycja,subst:pl:nom:f
predyspozycji,predyspozycja,subst:sg:gen:f
prefabrykatów,prefabrykat,subst:pl:gen:m3
prefabrykowanych,prefabrykować,ppas:pl:gen:m1:imperf:aff
preferencjami,preferencja,subst:pl:inst:f
preferencje,preferencja,subst:pl:nom:f
preferencji,preferencja,subst:sg:gen:f
preferencyjne,preferencyjny,adj:sg:nom:n:pos
preferencyjnego,preferencyjny,adj:sg:gen:m1:pos
preferencyjnej,preferencyjny,adj:sg:gen:f:pos
preferencyjnych,preferencyjny,adj:pl:gen:m1:pos
preferencyjnymi,preferencyjny,adj:pl:inst:m1:pos
preferencyjną,preferencyjny,adj:sg:acc:f:pos
preferowane,preferować,ppas:sg:nom:n:imperf:aff
preferowanych,preferować,ppas:pl:gen:m1:imperf:aff
preferuje,preferować,fin:sg:ter:imperf
prefinansowania,prefinansować,ger:sg:gen:n:imperf:aff
prefinansowanie,prefinansować,ger:sg:nom:n:imperf:aff
prefinansowaniem,prefinansować,ger:sg:inst:n:imperf:aff
pregoły,pregoły,adj:sg:nom:m1:pos
prejudycjalnym,prejudycjalny,adj:sg:inst:m1:pos
prekursor,prekursor,subst:sg:nom:m1
prekursora,prekursor,subst:sg:gen:m1
prekursorach,prekursor,subst:pl:loc:m1
prekursorami,prekursor,subst:pl:inst:m1
prekursory,prekursor,subst:pl:nom:m3
prekursorów,prekursor,subst:pl:gen:m1
preliminarz,preliminarz,subst:sg:nom:m3
preliminarza,preliminarz,subst:sg:gen:m3
preliminowanych,preliminować,ppas:pl:gen:m1:imperf:aff
premedytacją,premedytacja,subst:sg:inst:f
premia,premia,subst:sg:nom:f
premiami,premia,subst:pl:inst:f
premie,premia,subst:pl:nom:f
premii,premia,subst:sg:gen:f
premiks,premiks,subst:sg:nom:m3
premiksach,premiks,subst:pl:loc:m3
premiksami,premiks,subst:pl:inst:m3
premiksem,premiks,subst:sg:inst:m3
premiksu,premiks,subst:sg:gen:m3
premiksy,premiks,subst:pl:nom:m3
premiksów,premiks,subst:pl:gen:m3
premiowanej,premiować,ppas:sg:gen:f:imperf:aff
premiowania,premiować,ger:sg:gen:n:imperf:aff
premiowego,premiowy,adj:sg:gen:m1:pos
premiowy,premiowy,adj:sg:nom:m1:pos
premiową,premiowy,adj:sg:acc:f:pos
premią,premia,subst:sg:inst:f
premię,premia,subst:sg:acc:f
prenatalna,prenatalny,adj:sg:nom:f:pos
prenatarną,prenatarną,ign
prenumeracie,prenumerata,subst:sg:dat:f
prenumeraty,prenumerata,subst:sg:gen:f
preparacie,preparat,subst:sg:loc:m3
preparat,preparat,subst:sg:nom:m3
preparatach,preparat,subst:pl:loc:m3
preparatami,preparat,subst:pl:inst:m3
preparatem,preparat,subst:sg:inst:m3
preparatorów,preparator,subst:pl:gen:m1
preparatu,preparat,subst:sg:gen:m3
preparaty,preparat,subst:pl:nom:m3
preparatyki,preparatyka,subst:sg:gen:f
preparatów,preparat,subst:pl:gen:m3
preparowania,preparować,ger:sg:gen:n:imperf:aff
preryferyjnych,preryferyjnych,ign
presji,presja,subst:sg:gen:f
prestiż,prestiż,subst:sg:nom:m3
prestiżu,prestiż,subst:sg:gen:m3
prewencja,prewencja,subst:sg:nom:f
prewencji,prewencja,subst:sg:gen:f
prewencję,prewencja,subst:sg:acc:f
prewencyjne,prewencyjny,adj:sg:nom:n:pos
prewencyjnego,prewencyjny,adj:sg:gen:m1:pos
prewencyjnej,prewencyjny,adj:sg:gen:f:pos
prewencyjny,prewencyjny,adj:sg:nom:m1:pos
prewentoriach,prewentorium,subst:pl:loc:n
prewentorium,prewentorium,subst:sg:nom:n
prezbiter,prezbiter,subst:sg:nom:m1
prezentacja,prezentacja,subst:sg:nom:f
prezentacji,prezentacja,subst:sg:gen:f
prezentacją,prezentacja,subst:sg:inst:f
prezentację,prezentacja,subst:sg:acc:f
prezentowana,prezentować,ppas:sg:nom:f:imperf:aff
prezentowane,prezentować,ppas:sg:nom:n:imperf:aff
prezentowania,prezentować,ger:sg:gen:n:imperf:aff
prezentowanie,prezentować,ger:sg:nom:n:imperf:aff
prezentowaniem,prezentować,ger:sg:inst:n:imperf:aff
prezentowaniu,prezentować,ger:sg:dat:n:imperf:aff
prezentowanych,prezentować,ppas:pl:gen:m1:imperf:aff
prezentować,prezentować,inf:imperf
prezentuje,prezentować,fin:sg:ter:imperf
prezentujących,prezentować,pact:pl:gen:m1:imperf:aff
prezenty,prezent,subst:pl:nom:m3
prezentów,prezent,subst:pl:gen:m3
prezerw,prezerwa,subst:pl:gen:f
prezes,prezes,subst:sg:nom:m1
prezesa,prezes,subst:sg:gen:m1
prezesach,prezes,subst:pl:loc:m1
prezesami,prezes,subst:pl:inst:m1
prezesem,prezes,subst:sg:inst:m1
prezesi,prezes,subst:pl:nom:m1
prezesie,prezes,subst:sg:loc:m1
prezesom,prezes,subst:pl:dat:m1
prezesowi,prezes,subst:sg:dat:m1
prezesów,prezes,subst:pl:gen:m1
prezydenci,prezydent,subst:pl:nom:m1
prezydencie,prezydent,subst:sg:loc:m1
prezydencji,prezydencja,subst:sg:gen:f
prezydencję,prezydencja,subst:sg:acc:f
prezydent,prezydent,subst:sg:nom:m1
prezydenta,prezydent,subst:sg:gen:m1
prezydentach,prezydent,subst:pl:loc:m1
prezydentami,prezydent,subst:pl:inst:m1
prezydentem,prezydent,subst:sg:inst:m1
prezydentom,prezydent,subst:pl:dat:m1
prezydentowi,prezydent,subst:sg:dat:m1
prezydentów,prezydent,subst:pl:gen:m1
prezydia,prezydium,subst:pl:nom:n
prezydialne,prezydialny,adj:sg:nom:n:pos
prezydiami,prezydium,subst:pl:inst:n
prezydium,prezydium,subst:sg:nom:n
prezydiów,prezydium,subst:pl:gen:n
printerów,printerów,ign
priorytetami,priorytet,subst:pl:inst:m3
priorytetowe,priorytetowy,adj:sg:nom:n:pos
priorytetowych,priorytetowy,adj:pl:gen:m1:pos
priorytetowym,priorytetowy,adj:sg:inst:m1:pos
priorytety,priorytet,subst:pl:nom:m3
priorytetów,priorytet,subst:pl:gen:m3
pro,pro,burk
probiercza,probierczy,adj:sg:nom:f:pos
probiercze,probierczy,adj:sg:nom:n:pos
probierczego,probierczy,adj:sg:gen:m1:pos
probierczej,probierczy,adj:sg:gen:f:pos
probierczych,probierczy,adj:pl:gen:m1:pos
probierczymi,probierczy,adj:pl:inst:m1:pos
probierczą,probierczy,adj:sg:acc:f:pos
problemach,problem,subst:pl:loc:m3
problemami,problem,subst:pl:inst:m3
problematyki,problematyka,subst:sg:gen:f
problematyką,problematyka,subst:sg:inst:f
problematykę,problematyka,subst:sg:acc:f
problemom,problem,subst:pl:dat:m3
problemowe,problemowy,adj:sg:nom:n:pos
problemowy,problemowy,adj:sg:nom:m1:pos
problemowych,problemowy,adj:pl:gen:m1:pos
problemu,problem,subst:sg:gen:m3
problemy,problem,subst:pl:nom:m3
problemów,problem,subst:pl:gen:m3
proboszcz,proboszcz,subst:sg:nom:m1
proboszcza,proboszcz,subst:sg:gen:m1
proboszczem,proboszcz,subst:sg:inst:m1
proboszczom,proboszcz,subst:pl:dat:m1
proboszczów,proboszcz,subst:pl:gen:m1
proc,proca,subst:pl:gen:f
procedur,procedura,subst:pl:gen:f
procedura,procedura,subst:sg:nom:f
procedurach,procedura,subst:pl:loc:f
proceduralne,proceduralny,adj:sg:nom:n:pos
procedurami,procedura,subst:pl:inst:f
procedury,procedura,subst:sg:gen:f
procedurze,procedura,subst:sg:dat:f
procedurą,procedura,subst:sg:inst:f
procedurę,procedura,subst:sg:acc:f
procencie,procent,subst:sg:loc:m3
procent,procent,subst:sg:nom:m3
procenta,procent,subst:sg:gen:m3
procentach,procent,subst:pl:loc:m3
procentowa,procentowy,adj:sg:nom:f:pos
procentowe,procentowy,adj:sg:nom:n:pos
procentowego,procentowy,adj:sg:gen:m1:pos
procentowej,procentowy,adj:sg:gen:f:pos
procentowemu,procentowy,adj:sg:dat:m1:pos
procentowi,procent,subst:sg:dat:m3
procentowo,procentowo,adv:pos
procentowy,procentowy,adj:sg:nom:m1:pos
procentowych,procentowy,adj:pl:gen:m1:pos
procentowym,procentowy,adj:sg:inst:m1:pos
procentową,procentowy,adj:sg:acc:f:pos
procentu,procent,subst:sg:gen:m3
procenty,procent,subst:pl:nom:m3
procentów,procent,subst:pl:gen:m3
proces,proces,subst:sg:nom:m3
procesach,proces,subst:pl:loc:m3
procesami,proces,subst:pl:inst:m3
procesem,proces,subst:sg:inst:m3
procesi,procesi,ign
procesie,proces,subst:sg:loc:m3
procesji,procesja,subst:sg:gen:f
procesom,proces,subst:pl:dat:m3
procesowa,procesowy,adj:sg:nom:f:pos
procesowe,procesowy,adj:sg:nom:n:pos
procesowego,procesowy,adj:sg:gen:m1:pos
procesowej,procesowy,adj:sg:gen:f:pos
procesowi,proces,subst:sg:dat:m3
procesowy,procesowy,adj:sg:nom:m1:pos
procesowych,procesowy,adj:pl:gen:m1:pos
procesowym,procesowy,adj:sg:inst:m1:pos
procesową,procesowy,adj:sg:acc:f:pos
procesu,proces,subst:sg:gen:m3
procesy,proces,subst:pl:nom:m3
procesów,proces,subst:pl:gen:m3
prochami,proch,subst:pl:inst:m3
prochowce,prochowiec,subst:pl:nom:m3
