base,freq
płynny:adj,55
płynąć:inf,1
płynąć:pact,40
płynąć:pcon,3
płyt:subst,15
płyta:subst,1
płytka:subst,4
płytki:adj,1
płytko:adv,1
pływ:subst,3
pływający:adj,98
pływalnia:subst,3
pływanie:subst,9
pływać:fin,1
płócienny:adj,34
płód:subst,20
płótno:subst,4
pźn:ign,2
quad:subst,1
r:ign,33177
ra:ign,1
rabat:subst,24
rabbits:ign,2
rabies:ign,2
rabin:subst,1
rabinacki:adj,2
rabunek:subst,1
racemetorfan:ign,1
racemoramid:ign,1
racemorfan:ign,1
rachmistrz:subst,19
rachuba:subst,3
rachunek:subst,1666
rachunkowo:adv,1
rachunkowość:subst,247
rachunkowy:adj,276
raciborski:adj,2
racica:subst,1
racja:subst,6
racjonalizacja:subst,10
racjonalizatorski:adj,9
racjonalizatorstwo:subst,1
racjonalizować:pact,6
racjonalnie:adv,4
racjonalność:subst,15
racjonalny:adj,97
raczając:ign,1
rad:subst,4805
rada:subst,2631
radar:subst,1
radca:subst,378
radcowski:adj,55
radiacyjny:adj,72
radiestezja:subst,2
radio:subst,54
radioaktywny:adj,7
radioamator:subst,1
radioelektroniczny:adj,2
radiofarmaceutyczny:adj,13
radiofonia:subst,97
radiofoniczny:adj,5
radiokomunikacja:subst,1
radiokomunikacyjny:adj,13
radiokontrwywiadowczy:adj,1
radiologia:subst,2
radiologiczny:adj,70
radiolokacyjny:adj,6
radiomechanik:depr,2
radiometryczny:adj,3
radionawigacyjny:adj,6
radionuklid:subst,1
radionuklido:ign,1
radioodbiornik:subst,1
radiooperator:subst,1
radiotaxi:subst,1
radiotelefoniczny:adj,4
radiotelegraficzny:adj,1
radioterapia:subst,4
radiowo:adv,2
radiowy:adj,113
radna:subst,149
radny:subst,209
radomski:adj,3
radomszczański:adj,2
radon:subst,1
radość:subst,1
radziecki:adj,32
radziejowski:adj,2
radzyminek:ign,1
radzyński:adj,2
rafinacja:subst,9
rafineria:subst,2
rafineryjny:adj,1
rafinowanie:adv,1
rafinowany:adj,24
raić:pact,2
rajd:subst,3
rajstopy:subst,4
rak:subst,5
rakotwórczy:adj,29
rakterze:ign,1
rama:subst,1096
ramię:subst,6
ramka:subst,2
ramowy:adj,79
ranga:subst,23
rani:subst,1
raniący:adj,1
ranić:ger,1
ranić:inf,1
rankingowy:adj,2
ranna:subst,7
ranny:subst,3
raport:subst,591
raportować:ger,4
ras:subst,18
rasa:subst,42
rasff:ign,12
rasowy:adj,15
raszewo:ign,1
rata:subst,312
ratalnie:adv,1
ratalny:adj,5
ratować:ger,59
ratować:pact,29
ratować:pcon,1
ratować:ppas,3
ratowicze:ign,1
ratownictwo:subst,272
ratowniczo:adv,46
ratowniczogaśniczy:adj,10
ratowniczy:adj,329
ratownik:subst,28
ratunek:subst,1
ratunkowy:adj,121
ratyfikacja:subst,227
ratyfikacyjny:adj,1
ratyfikować:ger,10
ratyfikować:ppas,70
ratyfikować:praet,3
rawicki:adj,2
rawski:adj,2
raz:subst,3574
razem:adv,55
rażenie:subst,2
rażąco:adv,72
rażący:adj,150
rb:ign,2
rci:ign,5
rdzeniowy:adj,2
rdzeń:subst,9
reach:ign,1
readaptacja:subst,19
readaptacyjny:adj,3
reagent:subst,1
reagować:ger,54
reagować:inf,3
reakcja:subst,38
reaktor:subst,16
reaktywacja:subst,4
real:subst,4
realistyczny:adj,1
realizacja:subst,2112
realizacyjny:adj,1
realizator:subst,5
realizować:fin,157
realizować:ger,64
realizować:inf,34
realizować:pact,163
realizować:pcon,23
realizować:ppas,418
realizować:praet,1
realnie:adv,3
realny:adj,30
realokacja:subst,10
reasekuracja:subst,48
reasekuracyjny:adj,21
reasekurator:subst,48
recenzent:subst,7
recenzja:subst,2
recepcyjny:adj,1
recept:subst,114
recepta:subst,30
receptura:subst,6
recepturowy:adj,41
recesja:subst,8
recydywa:subst,1
recydywista:subst,2
recykling:subst,76
recytator:subst,1
reda:subst,6
redagować:fin,1
redagować:ger,2
redakcja:subst,8
redakcyjny:adj,2
redaktor:subst,7
rediviva:ign,1
redukcja:subst,20
redukcyjny:adj,9
redyskonto:subst,19
redyskontować:ger,2
redyskontowy:adj,22
redystrybucja:subst,4
redystrybucyjny:adj,2
reeksport:subst,2
reeksporter:subst,2
reeksportowy:adj,1
reemitować:ger,6
reemitować:ign,2
reestryfikowane:ign,2
refendowane:ign,1
referat:subst,1
referencyjność:subst,1
referencyjny:adj,360
referendalny:adj,37
referendarski:adj,19
referendarz:subst,75
referendum:subst,447
referent:subst,1
refinansowanie:subst,7
refinansować:pact,1
refinansowy:adj,10
refleksyjny:adj,1
reforma:subst,55
reformowany:adj,14
reformujący:adj,19
refraktometr:subst,1
refundacja:subst,106
refundacyjny:adj,1
refundować:fin,1
refundować:ger,9
refundować:inf,1
refundować:ppas,27
regazyfikacja:subst,4
regazyfikacyjny:adj,5
regeneracja:subst,38
regenerować:ppas,11
regenerujący:adj,3
regime:subst,1
region:subst,105
regionalizm:subst,1
regionalny:adj,1034
reglamentacja:subst,17
reglaminów:ign,1
regres:subst,3
regresowy:adj,4
regu:ign,1
regul:subst,1
regulacja:subst,312
regulacyjny:adj,85
regulamin:subst,716
regulaminowy:adj,6
regularnie:adv,5
regularny:adj,103
regulowanie:subst,32
regulować:fin,168
regulować:inf,4
regulować:ppas,337
regulować:praet,1
regulujący:adj,102
reguła:subst,42
rehabi:ign,1
rehabilitacja:subst,279
rehabilitacyjno:ign,7
rehabilitacyjnoszkoleniowy:adj,1
rehabilitacyjnousprawniające:ign,1
rehabilitacyjnousprawniającym:ign,1
rehabilitacyjny:adj,107
rehabilitacyjo:ign,1
rehabilitować:ppas,3
reinspekcja:subst,1
reintegracja:subst,4
reintrodukcja:subst,2
rejestr:subst,3260
rejestracja:subst,575
rejestracyjny:adj,189
rejestrować:fin,18
rejestrować:ger,44
rejestrować:inf,4
rejestrować:pact,50
rejestrować:ppas,28
rejestrowy:adj,483
rejon:subst,142
rejonizacja:subst,4
rejonowy:adj,742
rejs:subst,19
rejsowy:adj,1
rekapitalizacja:subst,4
rekapitalizacyjnej:ign,9
rekapitalizacyjną:ign,1
reklama:subst,229
reklamacja:subst,50
reklamacyjny:adj,5
reklamodawca:subst,1
reklamować:fin,4
reklamować:ger,7
reklamować:inf,1
reklamować:pact,3
reklamować:ppas,5
reklamowo:adv,1
reklamowy:adj,42
rekolekcja:subst,1
rekolekcjny:ign,1
rekolekcyjny:adj,3
rekombinacja:subst,2
rekombinować:ppas,1
rekomendacja:subst,7
rekomendować:ger,1
rekomendować:ppas,2
rekompensacyjny:adj,69
rekompensata:subst,170
rekompensować:ger,1
rekompensować:pact,23
rekompensować:pcon,1
rekonstrukcja:subst,10
rekonstytucja:subst,2
rekonwersyjny:adj,1
rekreacja:subst,41
rekreacyjno:ign,9
rekreacyjny:adj,75
rekrutacja:subst,14
rekrutacyjny:adj,3
rektor:subst,66
rektyfikacja:subst,6
rektyfikować:ppas,7
rekultywacja:subst,112
rekultywacyjny:adj,5
rekwizycja:subst,1
rekwizycyjny:adj,4
rekwizyt:subst,7
relacja:subst,61
relaks:subst,1
religia:subst,39
religijno:ign,13
religijny:adj,179
religioznawstwo:subst,1
remanent:subst,3
rembelszczyzna:ign,2
remediacja:subst,139
remifentanyl:ign,1
remiz:subst,1
remont:subst,141
remontować:pact,1
remontować:ppas,2
remontowy:adj,78
ren:subst,2
renaturyzacji:ign,1
rencista:subst,148
renibacteriosis:ign,2
renoma:subst,11
renomowany:adj,3
renowacja:subst,22
renta:subst,1249
rentgenodiagnostyka:subst,1
rentgenowski:adj,13
rentowność:subst,21
rentowy:adj,494
reorganizacja:subst,28
reorganizować:ppas,4
repasacja:subst,2
repatriacja:subst,66
repatriacyjny:adj,41
repatriant:subst,85
repatriować:praet,1
repertorium:subst,1
replikacja:subst,2
reportażowy:adj,1
reporterski:adj,1
repozytorium:subst,23
represja:subst,61
represjonować:ppas,36
reprezentacja:subst,112
reprezentacyjny:adj,7
reprezentant:subst,57
reprezentatywność:subst,33
reprezentatywny:adj,165
reprezentować:fin,136
reprezentować:ger,198
reprezentować:inf,12
reprezentować:pact,181
reprezentować:pcon,3
reprezentować:ppas,76
reprezentować:praet,3
reprint:subst,1
reprodukcja:subst,23
reprodukcyjny:adj,16
reprodukować:fin,1
reprodukować:ger,7
reproduktor:subst,19
reprograficzny:adj,5
reprywatyzacja:subst,6
reprywatyzacyjny:adj,3
republika:subst,288
reputacja:subst,2
resocjal:subst,1
resocjalizacja:subst,8
resocjalizacyjny:adj,40
resor:subst,1
resort:subst,45
resortowo:adv,1
resortowy:adj,15
respektować:fin,1
respektować:ger,4
restauracja:subst,1
restauracyjny:adj,5
restitution:ign,1
restricted:ign,1
restrukturyzacja:subst,342
restrukturyzacyjny:adj,48
restrukturyzować:fin,2
restrukturyzować:ppas,2
restrukturyzować:praet,2
restrykcja:subst,1
restrykcyjnie:adv,1
restrykcyjny:adj,6
restytucja:subst,1
reszta:subst,23
resztka:subst,5
retencja:subst,12
retencjonowania:ign,2
retencjonowanie:ign,2
retencyjny:adj,8
retortowy:adj,1
retrospektywnie:adv,4
retrospektywny:adj,4
rewalidacja:subst,2
rewalidacyjno:ign,2
rewalidacyjnowychowawczy:adj,1
rewalidacyjny:adj,4
rewaloryzacja:subst,35
rewaluacja:subst,1
rewers:subst,35
rewident:subst,287
rewindykacyjny:adj,17
rewindykować:ppas,1
rewir:subst,70
rewitalizacja:subst,6
rewizja:subst,117
rewizyjny:adj,298
rewolucja:subst,1
rezerwa:subst,766
rezerwacja:subst,7
rezerwat:subst,133
rezerwatowy:adj,3
rezerwować:pcon,1
rezerwowy:adj,1
rezerwowy:depr,25
rezerwowy:subst,113
rezerwuar:subst,1
rezolucja:subst,6
rezultat:subst,34
rezydencja:subst,8
rezydent:subst,80
rezydentura:subst,1
rezygnacja:subst,178
rezygnować:fin,6
rezygnować:pact,6
reślonym:ign,1
reżyser:subst,9
reżyseria:subst,3
rhinopneumonitis:ign,1
rhinotracheitis:ign,2
ria:ign,1
rialnego:ign,5
riat:ign,1
rift:ign,4
riketsja:subst,1
riketsjozy:ign,1
rinderpest:ign,2
rivea:ign,1
rmu:ign,2
ro:subst,1
roaming:subst,2
robić:ger,2
robocizna:subst,2
roboczy:adj,244
robot:subst,127
robota:subst,320
robotniczy:adj,18
rocznica:subst,8
rocznie:adv,54
rocznik:subst,8
roczny:adj,1015
rod:subst,1
rodowy:adj,50
rodowód:subst,1
rodzaj:subst,2776
rodzajowo:adv,5
rodzajowy:adj,26
rodzeństwo:subst,72
rodzic:subst,316
rodzicielski:adj,91
rodzicielstwo:subst,8
rodzimy:adj,19
rodzina:subst,1170
rodzinny:adj,890
rodzić:fin,9
rodząca:subst,2
rogożyna:subst,3
rok:subst,5419
rokitnik:subst,1
rokitno:ign,1
rokowania:subst,90
rokować:fin,6
rokować:pact,2
rol:ign,1
rola:subst,15
roleta:subst,7
rolicyklidyna:ign,1
rolnica:subst,6
rolnictwo:subst,1125
rolniczo:adv,15
rolniczotechniczny:adj,2
rolniczy:adj,622
rolnik:subst,275
rolno:ign,194
rolnospożywczy:adj,21
rolny:adj,1797
rom:subst,1
romanowo:ign,1
ron:ign,35
ronić:ger,1
ropa:subst,42
ropczycko:adv,2
ropopochodny:adj,3
rosen:ign,1
rosnera:ign,1
rosny:adj,2
rosnący:adj,13
rostbef:subst,2
rosyjski:adj,24
rosyjski:subst,1
roszczenie:subst,787
roszczeniowy:adj,1
rota:subst,24
rotacja:subst,1
rotacyjny:adj,1
rotawirus:subst,1
roulunds:ign,1
rowanej:ign,2
rowany:ign,1
rower:subst,30
rowerowy:adj,11
rowerzysta:subst,3
roz:ign,4
rozbieżnie:adv,2
rozbieżność:subst,18
rozbitek:subst,2
rozbiór:subst,15
rozbiórka:subst,43
rozbiórkowy:adj,2
rozbudowa:subst,68
rozbudować:ppas,2
rozbudowywać:fin,1
rozbój:subst,12
rozbójniczy:adj,13
rozbójnik:subst,2
rozchód:subst,88
rozcieńczać:fin,2
rozcieńczać:ger,3
rozcieńczyć:ger,4
rozcieńczyć:ppas,3
rozciąganie:subst,9
rozciągać:fin,21
rozciągać:pact,1
rozciągnąć:ger,1
rozciągnąć:inf,4
rozdanie:subst,8
rozdawać:ger,3
rozdrobnić:ger,3
rozdrobnić:ppas,8
rozdyspono:ign,1
rozdysponować:ger,62
rozdysponować:ppas,3
rozdysponowywać:ppas,10
rozdz:ign,102
rozdział:subst,3273
rozdzielać:ger,5
rozdzielczy:adj,11
rozdziele:subst,14
rozdzielić:ger,15
rozdzielić:inf,2
rozdzielić:ppas,8
rozdzielnia:subst,1
rozdzielnica:subst,1
rozdzielność:subst,3
rozebrać:ger,2
rozebrać:ppas,1
rozesłać:ger,2
rozeznanie:subst,2
rozeznać:ppas,1
rozformować:ger,9
rozgarniać:fin,1
rozgniatać:ger,1
rozgnieść:ppas,3
rozgraniczać:ger,3
rozgraniczać:pact,6
rozgraniczenie:subst,14
rozgrywać:ger,4
rozgrywać:ppas,2
rozgrywka:subst,9
rozgrzać:inf,1
rozgrzać:ppas,1
rozgłaszać:fin,1
rozgłosić:ger,2
rozjaśniać:ger,1
rozjemca:subst,1
rozkaz:subst,106
rozkopywać:ger,2
rozkład:subst,190
rozkładalny:adj,1
rozkładać:fin,1
rozkładać:ger,20
rozkładać:inf,3
rozkładać:ppas,3
rozkładnia:subst,14
rozkładowy:adj,3
rozlany:adj,3
rozległy:adj,1
rozlew:subst,50
rozlewać:fin,2
rozlewać:ger,2
rozlewać:ppas,4
rozli:ign,1
rozliczać:fin,30
rozliczać:ger,201
rozliczać:inf,3
rozliczać:pact,14
rozliczać:pcon,1
rozliczać:ppas,27
rozliczać:praet,1
rozliczenie:subst,589
rozliczeniowo:ign,10
rozliczeniowogwarancyjny:adj,2
rozliczeniowy:adj,368
rozliczyć:fin,1
rozliczyć:inf,13
rozliczyć:ppas,17
rozliczyć:praet,1
rozlokować:ppas,1
rozluźniać:ger,2
rozluźnić:ger,1
rozmaity:adj,1
rozmiar:subst,144
rozmieszczać:fin,1
rozmieszczać:ger,6
rozmieszczać:ppas,1
rozmieszczenie:subst,40
rozmieścić:ppas,3
rozminować:ger,1
rozmnażanie:subst,22
rozmnażać:fin,1
rozmnażać:ppas,3
rozmnożeniowego:ign,3
rozmnożony:adj,1
rozmnożyć:ger,14
rozmowa:subst,57
rozmyślnie:adv,4
rozniecać:fin,1
rozniecić:ppas,1
rozp:ign,2
rozpad:subst,6
rozpakować:ger,1
rozpatrywa:ign,1
rozpatrywać:fin,181
rozpatrywać:ger,194
rozpatrywać:inf,5
rozpatrywać:pact,19
rozpatrywać:pcon,15
rozpatrywać:ppas,61
rozpatrywać:praet,1
rozpatrzenie:subst,418
rozpatrzeć:fin,4
rozpatrzyć:inf,17
rozpatrzyć:ppas,33
rozpatrzyć:praet,1
rozpieczętować:ger,1
rozpijać:fin,1
rozpiętość:subst,1
rozplakatować:ger,23
rozplakatować:ppas,2
rozplanować:ger,2
rozpoczynać:fin,99
rozpoczynać:ger,4
rozpoczynać:inf,1
rozpoczynać:pact,66
rozpoczynać:pcon,2
rozpoczynać:ppas,5
rozpocząć:fin,18
rozpocząć:imps,24
rozpocząć:inf,25
rozpocząć:ppas,115
rozpocząć:praet,78
rozpoczęcie:subst,644
rozporządzać:fin,11
rozporządzać:ger,41
rozporządzać:inf,21
rozporządzać:pact,4
rozporządzać:praet,1
rozporządze:ign,1
rozporządzena:ign,1
rozporządzenie:subst,6439
rozporządzić:fin,1
rozpowszechniać:fin,14
rozpowszechniać:ger,129
rozpowszechniać:inf,4
rozpowszechniać:ppas,16
rozpowszechniać:praet,2
rozpowszechniony:adj,7
rozpowszechnić:ger,16
rozpowszechnić:imps,1
rozpowszechnić:praet,1
rozpoznanie:subst,489
rozpoznaw:ign,1
rozpoznawalność:subst,4
rozpoznawalny:adj,11
rozpoznawać:fin,254
rozpoznawać:ger,151
rozpoznawać:inf,2
rozpoznawać:pact,7
rozpoznawać:pcon,18
rozpoznawać:ppas,32
rozpoznawać:praet,1
rozpoznawczy:adj,196
rozpoznać:fin,1
rozpoznać:imps,3
rozpoznać:inf,28
rozpoznać:ppas,22
rozpoznać:praet,3
rozpraszanie:subst,1
rozpraszać:fin,1
rozprawa:subst,597
rozproszyć:ppas,6
rozprowadzający:subst,2
rozprowadzać:ger,10
rozprowadzać:ppas,3
rozprowadzić:ger,1
rozprzestrzeniać:ger,48
rozprzestrzeniać:pact,2
rozprzestrzenić:ger,2
rozprzestrzenić:ppas,1
rozprężenie:subst,1
rozpu:ign,3
rozpus:ign,6
rozpusz:ign,2
rozpuszc:ign,19
rozpuszcz:ign,11
rozpuszczal:ign,7
rozpuszczaln:ign,12
rozpuszczalneg:ign,4
rozpuszczalnik:subst,19
rozpuszczalno:ign,11
rozpuszczalnoś:ign,4
rozpuszczalnośk:ign,1
rozpuszczalnośs:ign,1
rozpuszczalność:subst,57
rozpuszczalnprzesiew:ign,2
rozpuszczalnrozpuszcz:ign,1
rozpuszczalny:adj,159
rozpuszczalnynawozu:ign,1
rozpuszczać:fin,16
rozpuszczać:ger,2
rozpuszczać:inf,1
rozpuszczcałkowit:ign,1
rozpuszcze:ign,1
rozpuszczrozpuszczalny:ign,1
rozpuścić:ger,15
rozpuścić:ppas,1
rozpylacz:subst,2
rozpylać:ger,2
rozpłodnik:subst,2
rozpłodowy:adj,2
rozrachunek:subst,72
rozrachunkowy:adj,95
rozrodczość:subst,7
rozrodczy:adj,1
rozrodność:subst,1
rozruch:subst,29
rozruchowy:adj,1
rozrywka:subst,3
rozrywkowy:adj,25
rozrzucać:ger,1
rozrządzić:ger,5
rozród:subst,35
rozróżniać:fin,3
rozróżnienie:subst,11
rozsiewać:ger,2
rozsiewczy:adj,1
rozstaw:subst,8
rozstrzygający:adj,34
rozstrzygać:fin,186
rozstrzygać:ger,36
rozstrzygać:inf,1
rozstrzygać:pcon,1
rozstrzygać:ppas,22
rozstrzygnięcie:subst,506
rozstrzygnąć:imps,2
rozstrzygnąć:inf,5
rozstrzygnąć:ppas,9
rozstrzygnąć:praet,1
rozstrój:subst,31
rozsypać:ppas,1
rozsypywać:ger,1
rozszczepialny:adj,2
rozszczepienie:subst,5
rozszerzający:adj,3
rozszerzać:fin,1
rozszerzać:ger,3
rozszerzać:inf,6
rozszerzyć:ger,46
rozszerzyć:inf,18
rozszerzyć:ppas,12
rozszerzyć:praet,1
rozsądnie:adv,7
rozsądny:adj,23
rozsławiać:ger,1
rozt:ign,1
roztocz:subst,2
roztoczowy:adj,1
roztoczyć:ger,2
roztopowy:adj,9
roztw:ign,2
roztwo:ign,3
roztwor:ign,2
roztworz:ign,1
roztwór:subst,98
rozum:subst,995
rozumienie:subst,1787
rozumieć:inf,426
rozumieć:ppas,43
rozumowanie:subst,1
rozwaga:subst,5
rozważanie:subst,1
rozważać:ppas,1
rozważyć:fin,1
rozważyć:ger,13
rozważyć:inf,2
rozważyć:ppas,2
rozwidle:subst,1
rozwiedzeni:subst,1
rozwiedziona:subst,3
rozwiedziony:subst,5
rozwijać:fin,2
rozwijać:ger,22
rozwijać:inf,5
rozwijać:pact,16
rozwijać:ppas,1
rozwinięcie:subst,12
rozwinięta:subst,3
rozwinięty:adj,1
rozwiązanie:subst,793
rozwiązać:fin,4
rozwiązać:imps,16
rozwiązać:inf,36
rozwiązać:ppas,69
rozwiązać:praet,10
rozwiązywać:fin,36
rozwiązywać:ger,98
rozwiązywać:inf,4
rozwiązywać:pact,2
rozwiązywać:pcon,1
rozwiązywać:ppas,5
rozwodnik:subst,2
rozwojowo:adv,1
rozwojowy:adj,407
rozwód:subst,28
rozwódka:subst,2
rozwój:subst,1016
rozzawi:ign,1
rozładować:ger,6
rozładować:ppas,1
rozładowywać:ger,1
rozładowywać:ppas,1
rozładunek:subst,9
rozładunkowy:adj,1
rozłożoneg:ign,1
rozłożyć:ger,60
rozłożyć:imps,5
rozłożyć:inf,27
rozłożyć:ppas,34
rozłączyć:ger,1
rozłąka:subst,2
rościć:fin,4
rościć:pact,4
rośl:ign,1
roślina:subst,754
roślinn:ign,3
roślinneg:ign,1
roślinnegofosforu:ign,1
roślinnegoprzeliczeniu:ign,1
roślinność:subst,33
roślinny:adj,199
roślinożerny:adj,2
rośnie:adv,2
rpw:ign,2
rpz:ign,2
rr:ign,5
rsm:ign,1
rtoś:ign,1
rtęć:subst,9
ru:ign,4
rubel:subst,2
rubryka:subst,24
ruch:subst,711
ruchomości:subst,126
ruchomość:subst,3
ruchomy:adj,113
ruchowy:adj,25
ruda:subst,47
ruf:subst,2
ruja:subst,1
ruleta:subst,2
ruminants:ign,2
runo:subst,2
runowo:ign,1
runowy:adj,8
rura:subst,6
rurka:subst,1
rurociąg:subst,21
rurociągowy:adj,1
rurowy:adj,8
ruszenie:subst,2
rusznikarski:adj,4
rusznikarstwo:subst,1
rusznikarz:subst,7
rusztowanie:subst,3
rutynowy:adj,1
rwnie:ign,1
ryba:subst,204
rybacki:adj,401
rybactwo:subst,76
rybak:subst,31
rybnicki:adj,2
rybnik:subst,6
rybny:adj,21
rybołwstwa:ign,1
rybołwstwie:ign,1
rybołóstwa:ign,4
rybołówstwo:subst,289
rych:ign,2
rycki:adj,2
ryczałt:subst,188
ryczałtowo:adv,3
ryczałtowy:adj,96
rycznym:ign,1
rygor:subst,221
ryjnych:ign,1
rymarski:adj,2
rymarstwo:subst,2
rynek:subst,1350
rynkow:ign,1
rynkowe:subst,97
rynkowy:adj,189
rynna:subst,2
rypiński:adj,2
rys:subst,3
ryski:adj,2
rysopis:subst,5
rysowej:ign,1
rysunek:subst,40
rysunkowy:adj,1
rytorialnego:ign,3
rytować:ger,2
rytualny:adj,4
rywalizacja:subst,3
ryzacji:ign,1
ryzyka:subst,405
ryzyko:subst,130
ryż:subst,5
rzadki:adj,4
rzadko:adv,84
rzania:ign,1
rzanie:ign,1
rze:ign,1
rzecz:subst,1915
rzecznik:subst,953
rzecznikowski:adj,13
rzeczny:adj,17
rzeczowo:adv,27
rzeczowofinansowy:adj,1
rzeczowy:adj,298
rzeczoznawca:subst,182
rzeczoznawczy:adj,1
rzeczoznawstwo:subst,9
rzeczpospolita:subst,4051
rzeczypolitej:ign,1
rzeczypos:ign,1
rzeczypospo:ign,1
rzeczypospolistej:ign,1
rzeczywistość:subst,4
rzeczywisty:adj,199
rzeczywiście:adv,38
rzeka:subst,27
rzekomodurowy:adj,1
rzekomy:adj,12
rzemieślniczy:adj,30
rzemieślnik:subst,9
rzemiosło:subst,51
rzep:subst,1
rzepakowy:adj,2
rzepikowy:ign,2
rzesza:subst,14
rzeszowski:adj,5
rzetelnie:adv,26
rzetelność:subst,66
rzetelny:adj,45
rzeźba:subst,21
rzeźnia:subst,41
rzeźniany:adj,1
rzeźny:adj,105
rzeżączka:subst,3
rzodkiewka:subst,1
rzone:ign,1
rzut:subst,2
rzymski:adj,6
rząd:subst,425
rządowy:adj,1264
rządzaniem:ign,1
rządzić:fin,7
rządzić:ger,1
rzęc:ign,1
rzędna:subst,2
rzędowie:ign,1
rzęsa:subst,2
rzęsistkowa:ign,2
rzęsistkowica:subst,3
róg:subst,3
rój:subst,2
rów:subst,17
rówień:subst,59
równać:praet,1
równe:subst,206
równie:adv,2
również:qub,2586
równo:adv,6
równoczesny:adj,34
równocześnie:adv,144
równolegle:adv,8
równoległy:adj,26
równomiernie:adv,3
równomierność:subst,1
równomierny:adj,5
równoprawność:subst,2
równoprawny:adj,5
równorzędność:subst,6
równorzędny:adj,242
równouprawnienie:subst,1
równowaga:subst,41
równowartość:subst,554
równoważnik:subst,136
równoważność:subst,19
równoważny:adj,137
równoważyć:fin,2
równoważyć:ger,6
równoważyć:pact,9
równoważyć:ppas,2
równoznaczny:adj,115
równość:subst,14
równy:adj,296
rózgowy:adj,1
róża:subst,2
różanie:ign,1
różnica:subst,508
różnicować:fin,11
różnicować:ger,9
różnicować:inf,6
różnicować:pcon,4
różnicować:ppas,5
różnicujący:adj,11
różnić:fin,14
różnić:inf,5
różnić:pact,18
różnić:praet,4
różnorodność:subst,47
różnorodny:adj,3
różny:adj,569
różowy:adj,2
różyca:subst,1
różyczka:subst,3
rębnieniem:ign,1
rębność:subst,2
ręcznie:adv,8
ręcznik:subst,2
ręcznikowy:adj,5
ręczny:adj,40
ręka:subst,65
rękawica:subst,1
rękawiczka:subst,15
rękawicznictwo:subst,3
rękodzielniczy:adj,1
rękodzieło:subst,17
rękojmia:subst,89
sabotaż:subst,3
sabotażowy:adj,1
sacharoza:subst,14
sad:subst,9
sadownictwo:subst,1
sadowniczy:adj,6
sadowy:adj,2
sadza:subst,1
sadzawka:subst,1
sadzeniak:subst,2
sadzenie:subst,20
sadzić:ppas,2
sadzonka:subst,8
sakralny:adj,21
sala:subst,17
saldo:subst,50
salem:interj,2
saletra:subst,16
saletrzak:subst,1
saletrzano:ign,1
salmonella:subst,6
