orth,base,cat
pozłotnictwa,pozłotnictwo,subst
poławia,poławiać,fin
poławiającego,poławiać,pact
poławiane,poławiać,ppas
poławiania,poławiać,ger
poławianie,poławiać,ger
poławianych,poławiać,ppas
poławiać,poławiać,inf
połogiem,połóg,subst
połogowy,połogowy,adj
połogu,połóg,subst
połowa,połowa,subst
połowach,połowa,subst
połowem,połów,subst
połowicznego,połowiczny,adj
połowie,połowa,subst
połowowa,połowowy,adj
połowowe,połowowy,adj
połowowego,połowowy,adj
połowowej,połowowy,adj
połowowy,połowowy,adj
połowowych,połowowy,adj
połowowym,połowowy,adj
połowowymi,połowowy,adj
połowową,połowowy,adj
połowu,połów,subst
połowy,połowa,subst
połowów,połów,subst
połową,połowa,subst
połowę,połowa,subst
położenia,położenie,subst
położenie,położenie,subst
położeniem,położenie,subst
położeniu,położenie,subst
położna,położna,subst
położne,położna,subst
położnego,położny,subst
położnej,położna,subst
położnictwa,położnictwo,subst
położnictwo,położnictwo,subst
położniczego,położniczy,adj
położniczej,położniczy,adj
położniczych,położniczy,adj
położnicą,położnica,subst
położnika,położnik,subst
położnych,położna,subst
położnym,położna,subst
położnymi,położna,subst
położną,położna,subst
położona,położyć,ppas
położone,położyć,ppas
położonego,położyć,ppas
położonej,położyć,ppas
położono,położyć,imps
położony,położyć,ppas
położonych,położyć,ppas
położonym,położyć,ppas
położonymi,położyć,ppas
położoną,położyć,ppas
położyły,położyć,praet
południe,południe,subst
południowa,południowy,adj
południowego,południowy,adj
południowej,południowy,adj
południowo,południowo,adv
południowozachodni,południowozachodni,adj
południowy,południowy,adj
południowych,południowy,adj
połów,połowa,subst
połączenia,połączenie,subst
połączeniach,połączenie,subst
połączenie,połączenie,subst
połączeniem,połączenie,subst
połączeniowej,połączeniowy,adj
połączeniu,połączenie,subst
połączeń,połączenie,subst
połączona,połączyć,ppas
połączone,połączyć,ppas
połączonego,połączyć,ppas
połączonej,połączyć,ppas
połączony,połączyć,ppas
połączonych,połączyć,ppas
połączonym,połączyć,ppas
połączy,połączyć,fin
połączyć,połączyć,inf
pończoch,pończocha,subst
pończosznicze,pończoszniczy,adj
pościel,pościel,subst
pościelowa,pościelowy,adj
pościelowej,pościelowy,adj
pościgu,pościg,subst
pośmiertna,pośmiertny,adj
pośmiertne,pośmiertny,adj
pośmiertnego,pośmiertny,adj
pośmiertnej,pośmiertny,adj
pośmiertnie,pośmiertnie,adv
pośmiertną,pośmiertny,adj
pośredni,pośredni,adj
pośrednia,pośredni,adj
pośrednich,pośredni,adj
pośrednictwa,pośrednictwo,subst
pośrednictwem,pośrednictwo,subst
pośrednictwie,pośrednictwo,subst
pośrednictwo,pośrednictwo,subst
pośrednicy,pośrednica,subst
pośredniczenia,pośredniczyć,ger
pośredniczenie,pośredniczyć,ger
pośredniczeniu,pośredniczyć,ger
pośredniczy,pośredniczy,adj
pośredniczyć,pośredniczyć,inf
pośredniczył,pośredniczyć,praet
pośrednicząc,pośredniczyć,pcon
pośrednicząca,pośredniczyć,pact
pośredniczące,pośredniczyć,pact
pośredniczącego,pośredniczyć,pact
pośredniczącej,pośredniczyć,pact
pośredniczącemu,pośredniczyć,pact
pośredniczący,pośredniczyć,pact
pośredniczących,pośredniczyć,pact
pośredniczącym,pośredniczyć,pact
pośrednie,pośredni,adj
pośredniego,pośredni,adj
pośredniej,pośredni,adj
pośrednik,pośrednik,subst
pośrednika,pośrednik,subst
pośrednikiem,pośrednik,subst
pośrednikom,pośrednik,subst
pośrednikowi,pośrednik,subst
pośredników,pośrednik,subst
pośrednim,pośredni,adj
pośrednimi,pośredni,adj
pośrednio,pośrednio,adv
pośrednią,pośredni,adj
pośrodku,pośrodku,adv
poświadcza,poświadczać,fin
poświadczające,poświadczać,pact
poświadczającego,poświadczać,pact
poświadczającej,poświadczać,pact
poświadczający,poświadczać,pact
poświadczających,poświadczać,pact
poświadczającym,poświadczać,pact
poświadczania,poświadczać,ger
poświadczanie,poświadczać,ger
poświadczanych,poświadczać,ppas
poświadczać,poświadczać,inf
poświadczenia,poświadczenie,subst
poświadczeniach,poświadczenie,subst
poświadczeniami,poświadczenie,subst
poświadczenie,poświadczenie,subst
poświadczeniem,poświadczenie,subst
poświadczeniu,poświadczenie,subst
poświadczeń,poświadczenie,subst
poświadczona,poświadczyć,ppas
poświadczone,poświadczyć,ppas
poświadczonego,poświadczyć,ppas
poświadczonej,poświadczyć,ppas
poświadczony,poświadczyć,ppas
poświadczonych,poświadczyć,ppas
poświadczonym,poświadczyć,ppas
poświadczonymi,poświadczyć,ppas
poświadczoną,poświadczyć,ppas
poświadczyć,poświadczyć,inf
poświadczył,poświadczyć,praet
poświęca,poświęcać,fin
poświęcenia,poświęcenie,subst
poświęcenie,poświęcenie,subst
poświęcić,poświęcić,inf
poświęcone,poświęcony,adj
poświęconego,poświęcony,adj
poświęcony,poświęcony,adj
poźn,poźn,ign
pożar,pożar,subst
pożarami,pożar,subst
pożarem,pożar,subst
pożarna,pożarny,adj
pożarne,pożarny,adj
pożarnej,pożarny,adj
pożarnictwa,pożarnictwo,subst
pożarnicze,pożarniczy,adj
pożarniczego,pożarniczy,adj
pożarniczej,pożarniczy,adj
pożarniczych,pożarniczy,adj
pożarnych,pożarny,adj
pożarnym,pożarny,adj
pożarnymi,pożarny,adj
pożarną,pożarny,adj
pożarom,pożar,subst
pożarowe,pożarowy,adj
pożarowego,pożarowy,adj
pożarowej,pożarowy,adj
pożarowo,pożarowo,ign
pożarowych,pożarowy,adj
pożarowym,pożarowy,adj
pożarową,pożarowy,adj
pożaru,pożar,subst
pożary,pożar,subst
pożarów,pożar,subst
pożegnań,pożegnanie,subst
pożniwne,pożniwny,adj
pożniwnych,pożniwny,adj
pożycia,pożycie,subst
pożycie,pożycie,subst
pożyciu,pożycie,subst
pożycz,pożycz,subst
pożyczania,pożyczać,ger
pożyczce,pożyczka,subst
pożyczek,pożyczka,subst
pożyczka,pożyczka,subst
pożyczkach,pożyczka,subst
pożyczkami,pożyczka,subst
pożyczki,pożyczka,subst
pożyczkobiorca,pożyczkobiorca,subst
pożyczkobiorcy,pożyczkobiorca,subst
pożyczkobiorców,pożyczkobiorca,subst
pożyczkobiorcą,pożyczkobiorca,subst
pożyczkobiorcę,pożyczkobiorca,subst
pożyczkodawcom,pożyczkodawca,subst
pożyczkodawcy,pożyczkodawca,subst
pożyczkodawców,pożyczkodawca,subst
pożyczkowe,pożyczkowy,adj
pożyczkowego,pożyczkowy,adj
pożyczkowej,pożyczkowy,adj
pożyczkowy,pożyczkowy,adj
pożyczkowych,pożyczkowy,adj
pożyczkę,pożyczka,subst
pożytecznego,pożyteczny,adj
pożytecznych,pożyteczny,adj
pożytkach,pożytek,subst
pożytkami,pożytek,subst
pożytki,pożytek,subst
pożytku,pożytek,subst
pożytków,pożytek,subst
pożywek,pożywka,subst
pożywienia,pożywienie,subst
pożądanego,pożądany,adj
pożądany,pożądany,adj
pożądanych,pożądany,adj
pp,Poczta_Polska,brev
pphu,pphu,ign
ppkt,ppkt,ign
pra,pra,ign
prac,praca,subst
praca,praca,subst
pracach,praca,subst
pracami,praca,subst
prace,praca,subst
pracobiorcą,pracobiorca,subst
pracochłonność,pracochłonność,subst
pracodawca,pracodawca,subst
pracodawcami,pracodawca,subst
pracodawcom,pracodawca,subst
pracodawcy,pracodawca,subst
pracodawców,pracodawca,subst
pracodawcą,pracodawca,subst
pracodawcę,pracodawca,subst
pracom,praca,subst
pracow,pracow,ign
pracowali,pracować,praet
pracować,pracować,inf
pracował,pracować,praet
pracowała,pracować,praet
pracowała,pracować,praet
m,być,aglt
pracował,pracować,praet
em,być,aglt
pracowały,pracować,praet
pracowni,pracownia,subst
pracownia,pracownia,subst
pracowniach,pracownia,subst
pracowniami,pracownia,subst
pracownianym,pracowniany,adj
pracownic,pracownica,subst
pracownica,pracownica,subst
pracownicy,pracownica,subst
pracownicza,pracowniczy,adj
pracownicze,pracowniczy,adj
pracowniczego,pracowniczy,adj
pracowniczej,pracowniczy,adj
pracowniczemu,pracowniczy,adj
pracowniczy,pracowniczy,adj
pracowniczych,pracowniczy,adj
pracowniczym,pracowniczy,adj
pracowniczymi,pracowniczy,adj
pracowniczą,pracowniczy,adj
pracownicą,pracownica,subst
pracownicę,pracownica,subst
pracownie,pracownia,subst
pracownik,pracownik,subst
pracownika,pracownik,subst
pracownikach,pracownik,subst
pracownikami,pracownik,subst
pracownikiem,pracownik,subst
pracownikom,pracownik,subst
pracownikowi,pracownik,subst
pracowniku,pracownik,subst
pracownikw,pracownikw,ign
pracowników,pracownik,subst
pracownią,pracownia,subst
pracownię,pracownia,subst
pracuje,pracować,fin
pracują,pracować,fin
pracująca,pracująca,subst
pracującego,pracujący,subst
pracującej,pracująca,subst
pracującemu,pracujący,subst
pracujący,pracujący,subst
pracujących,pracująca,subst
pracującym,pracująca,subst
pracującą,pracująca,subst
pracy,praca,subst
pracą,praca,subst
pracę,praca,subst
pradziadków,pradziadek,subst
pragi,Praga,subst
pragmatyka,pragmatyk,subst
pragnienia,pragnienie,subst
pragnieniem,pragnienie,subst
praktyce,praktyka,subst
praktyczna,praktyczny,adj
praktyczne,praktyczny,adj
praktycznego,praktyczny,adj
praktycznej,praktyczny,adj
praktycznie,praktycznie,adv
praktyczno,praktyczno,ign
praktycznych,praktyczny,adj
praktycznym,praktyczny,adj
praktycznymi,praktyczny,adj
praktyczną,praktyczny,adj
praktyk,praktyk,subst
praktyka,praktyk,subst
praktykach,praktyk,subst
praktykami,praktyk,subst
praktykanta,praktykant,subst
praktykantów,praktykant,subst
praktyki,praktyka,subst
praktykom,praktyk,subst
praktykowaniu,praktykować,ger
praktyką,praktyka,subst
praktykę,praktyka,subst
pralek,pralka,subst
pralni,pralnia,subst
pralniczych,pralniczy,adj
pralnię,pralnia,subst
prania,pranie,subst
pranie,prana,subst
praniem,pranie,subst
praniu,pranie,subst
prasa,prasa,subst
prasach,prasa,subst
prasie,prasa,subst
prasowanej,prasować,ppas
prasowania,prasować,ger
prasowanie,prasować,ger
prasowany,prasować,ppas
prasowe,prasowy,depr
prasowego,prasowy,subst
prasowej,prasowy,adj
prasowych,prasowy,subst
prasowym,prasowy,subst
prasową,prasowy,adj
prasy,prasa,subst
prasę,prasa,subst
praw,prawy,adjc
prawa,prawa,subst
prawach,prawo,subst
prawami,prawo,subst
prawdopodobieństwa,prawdopodobieństwo,subst
prawdopodobieństwem,prawdopodobieństwo,subst
prawdopodobieństwie,prawdopodobieństwo,subst
prawdopodobieństwo,prawdopodobieństwo,subst
prawdopodobna,prawdopodobny,adj
prawdopodobne,prawdopodobny,adj
prawdopodobnego,prawdopodobny,adj
prawdopodobnej,prawdopodobny,adj
prawdopodobnie,prawdopodobnie,adv
prawdopodobny,prawdopodobny,adj
prawdopodobnych,prawdopodobny,adj
prawdopodobnym,prawdopodobny,adj
prawdopodobną,prawdopodobny,adj
prawdy,prawda,subst
prawdziwa,prawdziwy,adj
prawdziwe,prawdziwy,adj
prawdziwego,prawdziwy,adj
prawdziwości,prawdziwość,subst
prawdziwość,prawdziwość,subst
prawdziwy,prawdziwy,adj
prawdziwych,prawdziwy,adj
prawdziwym,prawdziwy,adj
prawdą,prawda,subst
prawdę,prawda,subst
prawej,prawa,subst
prawem,prawo,subst
prawideł,prawidło,subst
prawidła,prawidło,subst
prawidłowa,prawidłowy,adj
prawidłowe,prawidłowy,adj
prawidłowego,prawidłowy,adj
prawidłowej,prawidłowy,adj
prawidłowemu,prawidłowy,adj
prawidłowo,prawidłowo,adv
prawidłowości,prawidłowość,subst
prawidłowością,prawidłowość,subst
prawidłowość,prawidłowość,subst
prawidłowy,prawidłowy,adj
prawidłowych,prawidłowy,adj
prawidłowym,prawidłowy,adj
prawidłową,prawidłowy,adj
prawie,prawie,qub
prawna,prawny,adj
prawne,prawny,adj
prawnego,prawny,adj
prawnej,prawny,adj
prawnemu,prawny,adj
prawni,prawny,adj
prawnicy,prawnik,subst
prawnicza,prawniczy,adj
prawnicze,prawniczy,adj
prawniczej,prawniczy,adj
prawniczych,prawniczy,adj
prawniczym,prawniczy,adj
prawniczą,prawniczy,adj
prawnie,prawnie,adv
prawnikami,prawnik,subst
prawników,prawnik,subst
prawno,prawno,ign
prawnoekonomiczne,prawnoekonomiczny,adj
prawny,prawny,adj
prawnych,prawny,adj
prawnym,prawny,adj
prawnymi,prawny,adj
prawną,prawny,adj
prawo,prawo,adv
prawodawczej,prawodawczy,adj
prawodawczym,prawodawczy,adj
prawodawstwa,prawodawstwo,subst
prawodawstwie,prawodawstwo,subst
prawodawstwo,prawodawstwo,subst
prawom,prawo,subst
prawomocna,prawomocny,adj
prawomocne,prawomocny,adj
prawomocnego,prawomocny,adj
prawomocnej,prawomocny,adj
prawomocnie,prawomocnie,adv
prawomocności,prawomocność,subst
prawomocny,prawomocny,adj
prawomocnych,prawomocny,adj
prawomocnym,prawomocny,adj
prawomocnymi,prawomocny,adj
prawomocną,prawomocny,adj
praworządnego,praworządny,adj
praworządności,praworządność,subst
prawosławne,prawosławna,subst
prawosławnego,prawosławny,subst
prawosławnej,prawosławna,subst
prawosławnym,prawosławna,subst
prawu,prawo,subst
prawy,prawy,subst
prażalnicze,prażalniczy,adj
prażenia,prażyć,ger
prażenie,prażyć,ger
prażonych,prażyć,ppas
prażonymi,prażyć,ppas
prcowników,prcowników,ign
preambule,preambula,subst
preambuła,preambuła,subst
preambuły,preambuła,subst
preambułę,preambuła,subst
precedensowy,precedensowy,adj
precypitat,precypitat,subst
precyzować,precyzować,inf
precyzyjne,precyzyjny,adj
precyzyjnej,precyzyjny,adj
precyzyjnie,precyzyjnie,adv
precyzyjnych,precyzyjny,adj
predestynujące,predestynować,pact
predyspozycjami,predyspozycja,subst
predyspozycje,predyspozycja,subst
predyspozycji,predyspozycja,subst
prefabrykatów,prefabrykat,subst
prefabrykowanych,prefabrykować,ppas
preferencjami,preferencja,subst
preferencje,preferencja,subst
preferencji,preferencja,subst
preferencyjne,preferencyjny,adj
preferencyjnego,preferencyjny,adj
preferencyjnej,preferencyjny,adj
preferencyjnych,preferencyjny,adj
preferencyjnymi,preferencyjny,adj
preferencyjną,preferencyjny,adj
preferowane,preferować,ppas
preferowanych,preferować,ppas
preferuje,preferować,fin
prefinansowania,prefinansować,ger
prefinansowanie,prefinansować,ger
prefinansowaniem,prefinansować,ger
pregoły,pregoły,adj
prejudycjalnym,prejudycjalny,adj
prekursor,prekursor,subst
prekursora,prekursor,subst
prekursorach,prekursor,subst
prekursorami,prekursor,subst
prekursory,prekursor,subst
prekursorów,prekursor,subst
preliminarz,preliminarz,subst
preliminarza,preliminarz,subst
preliminowanych,preliminować,ppas
premedytacją,premedytacja,subst
premia,premia,subst
premiami,premia,subst
premie,premia,subst
premii,premia,subst
premiks,premiks,subst
premiksach,premiks,subst
premiksami,premiks,subst
premiksem,premiks,subst
premiksu,premiks,subst
premiksy,premiks,subst
premiksów,premiks,subst
premiowanej,premiować,ppas
premiowania,premiować,ger
premiowego,premiowy,adj
premiowy,premiowy,adj
premiową,premiowy,adj
premią,premia,subst
premię,premia,subst
prenatalna,prenatalny,adj
prenatarną,prenatarną,ign
prenumeracie,prenumerata,subst
prenumeraty,prenumerata,subst
preparacie,preparat,subst
preparat,preparat,subst
preparatach,preparat,subst
preparatami,preparat,subst
preparatem,preparat,subst
preparatorów,preparator,subst
preparatu,preparat,subst
preparaty,preparat,subst
preparatyki,preparatyka,subst
preparatów,preparat,subst
preparowania,preparować,ger
preryferyjnych,preryferyjnych,ign
presji,presja,subst
prestiż,prestiż,subst
prestiżu,prestiż,subst
prewencja,prewencja,subst
prewencji,prewencja,subst
prewencję,prewencja,subst
prewencyjne,prewencyjny,adj
prewencyjnego,prewencyjny,adj
prewencyjnej,prewencyjny,adj
prewencyjny,prewencyjny,adj
prewentoriach,prewentorium,subst
prewentorium,prewentorium,subst
prezbiter,prezbiter,subst
prezentacja,prezentacja,subst
prezentacji,prezentacja,subst
prezentacją,prezentacja,subst
prezentację,prezentacja,subst
prezentowana,prezentować,ppas
prezentowane,prezentować,ppas
prezentowania,prezentować,ger
prezentowanie,prezentować,ger
prezentowaniem,prezentować,ger
prezentowaniu,prezentować,ger
prezentowanych,prezentować,ppas
prezentować,prezentować,inf
prezentuje,prezentować,fin
prezentujących,prezentować,pact
prezenty,prezent,subst
prezentów,prezent,subst
prezerw,prezerwa,subst
prezes,prezes,subst
prezesa,prezes,subst
prezesach,prezes,subst
prezesami,prezes,subst
prezesem,prezes,subst
prezesi,prezes,subst
prezesie,prezes,subst
prezesom,prezes,subst
prezesowi,prezes,subst
prezesów,prezes,subst
prezydenci,prezydent,subst
prezydencie,prezydent,subst
prezydencji,prezydencja,subst
prezydencję,prezydencja,subst
prezydent,prezydent,subst
prezydenta,prezydent,subst
prezydentach,prezydent,subst
prezydentami,prezydent,subst
prezydentem,prezydent,subst
prezydentom,prezydent,subst
prezydentowi,prezydent,subst
prezydentów,prezydent,subst
prezydia,prezydium,subst
prezydialne,prezydialny,adj
prezydiami,prezydium,subst
prezydium,prezydium,subst
prezydiów,prezydium,subst
printerów,printerów,ign
priorytetami,priorytet,subst
priorytetowe,priorytetowy,adj
priorytetowych,priorytetowy,adj
priorytetowym,priorytetowy,adj
priorytety,priorytet,subst
priorytetów,priorytet,subst
pro,pro,burk
probiercza,probierczy,adj
probiercze,probierczy,adj
probierczego,probierczy,adj
probierczej,probierczy,adj
probierczych,probierczy,adj
probierczymi,probierczy,adj
probierczą,probierczy,adj
problemach,problem,subst
problemami,problem,subst
problematyki,problematyka,subst
problematyką,problematyka,subst
problematykę,problematyka,subst
problemom,problem,subst
problemowe,problemowy,adj
problemowy,problemowy,adj
problemowych,problemowy,adj
problemu,problem,subst
problemy,problem,subst
problemów,problem,subst
proboszcz,proboszcz,subst
proboszcza,proboszcz,subst
proboszczem,proboszcz,subst
proboszczom,proboszcz,subst
proboszczów,proboszcz,subst
proc,proca,subst
procedur,procedura,subst
procedura,procedura,subst
procedurach,procedura,subst
proceduralne,proceduralny,adj
procedurami,procedura,subst
procedury,procedura,subst
procedurze,procedura,subst
procedurą,procedura,subst
procedurę,procedura,subst
procencie,procent,subst
procent,procent,subst
procenta,procent,subst
procentach,procent,subst
procentowa,procentowy,adj
procentowe,procentowy,adj
procentowego,procentowy,adj
procentowej,procentowy,adj
procentowemu,procentowy,adj
procentowi,procent,subst
procentowo,procentowo,adv
procentowy,procentowy,adj
procentowych,procentowy,adj
procentowym,procentowy,adj
procentową,procentowy,adj
procentu,procent,subst
procenty,procent,subst
procentów,procent,subst
proces,proces,subst
procesach,proces,subst
procesami,proces,subst
procesem,proces,subst
procesi,procesi,ign
procesie,proces,subst
procesji,procesja,subst
procesom,proces,subst
procesowa,procesowy,adj
procesowe,procesowy,adj
procesowego,procesowy,adj
procesowej,procesowy,adj
procesowi,proces,subst
procesowy,procesowy,adj
procesowych,procesowy,adj
procesowym,procesowy,adj
procesową,procesowy,adj
procesu,proces,subst
procesy,proces,subst
procesów,proces,subst
prochami,proch,subst
prochowce,prochowiec,subst
prochy,proch,subst
produ,produ,ign
producenci,producent,subst
producencie,producent,subst
producent,producent,subst
producenta,producent,subst
producentach,producent,subst
producentami,producent,subst
producentem,producent,subst
producentom,producent,subst
